Tegund launa;Launatafla;Dagsetning;Upphæð;Í gildi
Mánaðarlaun;653-118-12 (Kjölur, BSRB og SÍS);01.06.2017;319.767;Y
Mánaðarlaun;653-118-14 (Kjölur, BSRB og SÍS);01.06.2017;325.477;Y
Mánaðarlaun;653-118-16 (Kjölur, BSRB og SÍS);01.06.2017;331.187;Y
Mánaðarlaun;653-118-2 (Kjölur, BSRB og SÍS);01.06.2017;291.216;Y
Mánaðarlaun;653-118-4 (Kjölur, BSRB og SÍS);01.06.2017;296.926;Y
Mánaðarlaun;653-118-6 (Kjölur, BSRB og SÍS);01.06.2017;302.636;Y
Mánaðarlaun;653-118-8 (Kjölur, BSRB og SÍS);01.06.2017;308.346;Y
Mánaðarlaun;653-119-0 (Kjölur, BSRB og SÍS);01.06.2017;288.646;Y
Mánaðarlaun;653-119-10 (Kjölur, BSRB og SÍS);01.06.2017;317.511;Y
Mánaðarlaun;653-119-12 (Kjölur, BSRB og SÍS);01.06.2017;323.284;Y
Mánaðarlaun;653-119-14 (Kjölur, BSRB og SÍS);01.06.2017;329.056;Y
Mánaðarlaun;653-119-16 (Kjölur, BSRB og SÍS);01.06.2017;334.829;Y
Mánaðarlaun;653-119-2 (Kjölur, BSRB og SÍS);01.06.2017;294.419;Y
Mánaðarlaun;653-119-4 (Kjölur, BSRB og SÍS);01.06.2017;300.192;Y
Mánaðarlaun;653-119-6 (Kjölur, BSRB og SÍS);01.06.2017;305.965;Y
Mánaðarlaun;653-119-8 (Kjölur, BSRB og SÍS);01.06.2017;311.738;Y
Mánaðarlaun;653-120-0 (Kjölur, BSRB og SÍS);01.06.2017;291.822;Y
Mánaðarlaun;653-120-10 (Kjölur, BSRB og SÍS);01.06.2017;321.004;Y
Mánaðarlaun;653-120-12 (Kjölur, BSRB og SÍS);01.06.2017;326.841;Y
Mánaðarlaun;653-120-14 (Kjölur, BSRB og SÍS);01.06.2017;332.677;Y
Mánaðarlaun;653-120-16 (Kjölur, BSRB og SÍS);01.06.2017;338.514;Y
Mánaðarlaun;653-120-2 (Kjölur, BSRB og SÍS);01.06.2017;297.658;Y
Mánaðarlaun;653-120-4 (Kjölur, BSRB og SÍS);01.06.2017;303.495;Y
Mánaðarlaun;653-120-6 (Kjölur, BSRB og SÍS);01.06.2017;309.331;Y
Mánaðarlaun;653-120-8 (Kjölur, BSRB og SÍS);01.06.2017;315.168;Y
Mánaðarlaun;653-121-0 (Kjölur, BSRB og SÍS);01.06.2017;295.032;Y
Mánaðarlaun;653-121-10 (Kjölur, BSRB og SÍS);01.06.2017;324.535;Y
Mánaðarlaun;653-121-12 (Kjölur, BSRB og SÍS);01.06.2017;330.436;Y
Mánaðarlaun;653-121-14 (Kjölur, BSRB og SÍS);01.06.2017;336.336;Y
Mánaðarlaun;653-121-16 (Kjölur, BSRB og SÍS);01.06.2017;342.237;Y
Mánaðarlaun;653-121-2 (Kjölur, BSRB og SÍS);01.06.2017;300.933;Y
Mánaðarlaun;653-121-4 (Kjölur, BSRB og SÍS);01.06.2017;306.833;Y
Mánaðarlaun;653-121-6 (Kjölur, BSRB og SÍS);01.06.2017;312.734;Y
Mánaðarlaun;653-121-8 (Kjölur, BSRB og SÍS);01.06.2017;318.635;Y
Mánaðarlaun;653-122-0 (Kjölur, BSRB og SÍS);01.06.2017;298.277;Y
Mánaðarlaun;653-122-10 (Kjölur, BSRB og SÍS);01.06.2017;328.105;Y
Mánaðarlaun;653-122-12 (Kjölur, BSRB og SÍS);01.06.2017;334.070;Y
Mánaðarlaun;653-122-14 (Kjölur, BSRB og SÍS);01.06.2017;340.036;Y
Mánaðarlaun;653-122-16 (Kjölur, BSRB og SÍS);01.06.2017;346.001;Y
Mánaðarlaun;653-122-2 (Kjölur, BSRB og SÍS);01.06.2017;304.243;Y
Mánaðarlaun;653-122-4 (Kjölur, BSRB og SÍS);01.06.2017;310.208;Y
Mánaðarlaun;653-122-6 (Kjölur, BSRB og SÍS);01.06.2017;316.174;Y
Mánaðarlaun;653-122-8 (Kjölur, BSRB og SÍS);01.06.2017;322.139;Y
Mánaðarlaun;653-123-0 (Kjölur, BSRB og SÍS);01.06.2017;301.558;Y
Mánaðarlaun;653-123-10 (Kjölur, BSRB og SÍS);01.06.2017;331.714;Y
Mánaðarlaun;653-123-12 (Kjölur, BSRB og SÍS);01.06.2017;337.745;Y
Mánaðarlaun;653-123-14 (Kjölur, BSRB og SÍS);01.06.2017;343.776;Y
Mánaðarlaun;653-123-16 (Kjölur, BSRB og SÍS);01.06.2017;349.807;Y
Mánaðarlaun;653-123-2 (Kjölur, BSRB og SÍS);01.06.2017;307.589;Y
Mánaðarlaun;653-123-4 (Kjölur, BSRB og SÍS);01.06.2017;313.620;Y
Mánaðarlaun;653-123-6 (Kjölur, BSRB og SÍS);01.06.2017;319.651;Y
Mánaðarlaun;653-123-8 (Kjölur, BSRB og SÍS);01.06.2017;325.683;Y
Mánaðarlaun;653-124-0 (Kjölur, BSRB og SÍS);01.06.2017;304.875;Y
Mánaðarlaun;653-124-10 (Kjölur, BSRB og SÍS);01.06.2017;335.363;Y
Mánaðarlaun;653-124-12 (Kjölur, BSRB og SÍS);01.06.2017;341.460;Y
Mánaðarlaun;653-124-14 (Kjölur, BSRB og SÍS);01.06.2017;347.558;Y
Mánaðarlaun;653-124-16 (Kjölur, BSRB og SÍS);01.06.2017;353.655;Y
Mánaðarlaun;653-124-2 (Kjölur, BSRB og SÍS);01.06.2017;310.973;Y
Mánaðarlaun;653-124-4 (Kjölur, BSRB og SÍS);01.06.2017;317.070;Y
Mánaðarlaun;653-124-6 (Kjölur, BSRB og SÍS);01.06.2017;323.168;Y
Mánaðarlaun;653-124-8 (Kjölur, BSRB og SÍS);01.06.2017;329.265;Y
Mánaðarlaun;653-125-0 (Kjölur, BSRB og SÍS);01.06.2017;308.229;Y
Mánaðarlaun;653-125-10 (Kjölur, BSRB og SÍS);01.06.2017;339.052;Y
Mánaðarlaun;653-125-12 (Kjölur, BSRB og SÍS);01.06.2017;345.216;Y
Mánaðarlaun;653-125-14 (Kjölur, BSRB og SÍS);01.06.2017;351.381;Y
Mánaðarlaun;653-125-16 (Kjölur, BSRB og SÍS);01.06.2017;357.546;Y
Mánaðarlaun;653-125-2 (Kjölur, BSRB og SÍS);01.06.2017;314.394;Y
Mánaðarlaun;653-125-4 (Kjölur, BSRB og SÍS);01.06.2017;320.558;Y
Mánaðarlaun;653-125-6 (Kjölur, BSRB og SÍS);01.06.2017;326.723;Y
Mánaðarlaun;653-125-8 (Kjölur, BSRB og SÍS);01.06.2017;332.887;Y
Mánaðarlaun;653-126-0 (Kjölur, BSRB og SÍS);01.06.2017;311.619;Y
Mánaðarlaun;653-126-10 (Kjölur, BSRB og SÍS);01.06.2017;342.781;Y
Mánaðarlaun;653-126-12 (Kjölur, BSRB og SÍS);01.06.2017;349.013;Y
Mánaðarlaun;653-126-14 (Kjölur, BSRB og SÍS);01.06.2017;355.246;Y
Mánaðarlaun;653-126-16 (Kjölur, BSRB og SÍS);01.06.2017;361.478;Y
Mánaðarlaun;653-126-2 (Kjölur, BSRB og SÍS);01.06.2017;317.851;Y
Mánaðarlaun;653-126-4 (Kjölur, BSRB og SÍS);01.06.2017;324.084;Y
Mánaðarlaun;653-126-6 (Kjölur, BSRB og SÍS);01.06.2017;330.316;Y
Mánaðarlaun;653-126-8 (Kjölur, BSRB og SÍS);01.06.2017;336.549;Y
Mánaðarlaun;653-127-0 (Kjölur, BSRB og SÍS);01.06.2017;315.047;Y
Mánaðarlaun;653-127-10 (Kjölur, BSRB og SÍS);01.06.2017;346.552;Y
Mánaðarlaun;653-127-12 (Kjölur, BSRB og SÍS);01.06.2017;352.853;Y
Mánaðarlaun;653-127-14 (Kjölur, BSRB og SÍS);01.06.2017;359.154;Y
Mánaðarlaun;653-127-16 (Kjölur, BSRB og SÍS);01.06.2017;365.455;Y
Mánaðarlaun;653-127-2 (Kjölur, BSRB og SÍS);01.06.2017;321.348;Y
Mánaðarlaun;653-127-4 (Kjölur, BSRB og SÍS);01.06.2017;327.649;Y
Mánaðarlaun;653-127-6 (Kjölur, BSRB og SÍS);01.06.2017;333.950;Y
Mánaðarlaun;653-127-8 (Kjölur, BSRB og SÍS);01.06.2017;340.251;Y
Mánaðarlaun;653-128-0 (Kjölur, BSRB og SÍS);01.06.2017;318.513;Y
Mánaðarlaun;653-128-10 (Kjölur, BSRB og SÍS);01.06.2017;350.364;Y
Mánaðarlaun;653-128-12 (Kjölur, BSRB og SÍS);01.06.2017;356.735;Y
Mánaðarlaun;653-128-14 (Kjölur, BSRB og SÍS);01.06.2017;363.105;Y
Mánaðarlaun;653-128-16 (Kjölur, BSRB og SÍS);01.06.2017;369.475;Y
Mánaðarlaun;653-128-2 (Kjölur, BSRB og SÍS);01.06.2017;324.883;Y
Mánaðarlaun;653-128-4 (Kjölur, BSRB og SÍS);01.06.2017;331.254;Y
Mánaðarlaun;653-128-6 (Kjölur, BSRB og SÍS);01.06.2017;337.624;Y
Mánaðarlaun;653-128-8 (Kjölur, BSRB og SÍS);01.06.2017;343.994;Y
Mánaðarlaun;653-130-0 (Kjölur, BSRB og SÍS);01.06.2017;325.558;Y
Mánaðarlaun;653-130-10 (Kjölur, BSRB og SÍS);01.06.2017;358.114;Y
Mánaðarlaun;653-130-12 (Kjölur, BSRB og SÍS);01.06.2017;364.625;Y
Mánaðarlaun;653-130-14 (Kjölur, BSRB og SÍS);01.06.2017;371.136;Y
Mánaðarlaun;653-130-16 (Kjölur, BSRB og SÍS);01.06.2017;377.647;Y
Mánaðarlaun;653-130-2 (Kjölur, BSRB og SÍS);01.06.2017;332.069;Y
Mánaðarlaun;653-130-4 (Kjölur, BSRB og SÍS);01.06.2017;338.580;Y
Mánaðarlaun;653-130-6 (Kjölur, BSRB og SÍS);01.06.2017;345.091;Y
Mánaðarlaun;653-130-8 (Kjölur, BSRB og SÍS);01.06.2017;351.603;Y
Mánaðarlaun;653-131-0 (Kjölur, BSRB og SÍS);01.06.2017;329.140;Y
Mánaðarlaun;653-131-10 (Kjölur, BSRB og SÍS);01.06.2017;362.054;Y
Mánaðarlaun;653-131-12 (Kjölur, BSRB og SÍS);01.06.2017;368.637;Y
Mánaðarlaun;653-131-14 (Kjölur, BSRB og SÍS);01.06.2017;375.220;Y
Mánaðarlaun;653-131-16 (Kjölur, BSRB og SÍS);01.06.2017;381.802;Y
Mánaðarlaun;653-131-2 (Kjölur, BSRB og SÍS);01.06.2017;335.723;Y
Mánaðarlaun;653-131-4 (Kjölur, BSRB og SÍS);01.06.2017;342.306;Y
Mánaðarlaun;653-131-6 (Kjölur, BSRB og SÍS);01.06.2017;348.888;Y
Mánaðarlaun;653-131-8 (Kjölur, BSRB og SÍS);01.06.2017;355.471;Y
Mánaðarlaun;653-132-0 (Kjölur, BSRB og SÍS);01.06.2017;332.760;Y
Mánaðarlaun;653-132-10 (Kjölur, BSRB og SÍS);01.06.2017;366.036;Y
Mánaðarlaun;653-132-12 (Kjölur, BSRB og SÍS);01.06.2017;372.691;Y
Mánaðarlaun;653-132-14 (Kjölur, BSRB og SÍS);01.06.2017;379.346;Y
Mánaðarlaun;653-132-16 (Kjölur, BSRB og SÍS);01.06.2017;386.002;Y
Mánaðarlaun;653-132-2 (Kjölur, BSRB og SÍS);01.06.2017;339.415;Y
Mánaðarlaun;653-132-4 (Kjölur, BSRB og SÍS);01.06.2017;346.070;Y
Mánaðarlaun;653-132-6 (Kjölur, BSRB og SÍS);01.06.2017;352.726;Y
Mánaðarlaun;653-132-8 (Kjölur, BSRB og SÍS);01.06.2017;359.381;Y
Mánaðarlaun;653-133-0 (Kjölur, BSRB og SÍS);01.06.2017;336.420;Y
Mánaðarlaun;653-133-10 (Kjölur, BSRB og SÍS);01.06.2017;370.062;Y
Mánaðarlaun;653-133-12 (Kjölur, BSRB og SÍS);01.06.2017;376.790;Y
Mánaðarlaun;653-133-14 (Kjölur, BSRB og SÍS);01.06.2017;383.519;Y
Mánaðarlaun;653-133-16 (Kjölur, BSRB og SÍS);01.06.2017;390.247;Y
Mánaðarlaun;653-133-2 (Kjölur, BSRB og SÍS);01.06.2017;343.148;Y
Mánaðarlaun;653-133-4 (Kjölur, BSRB og SÍS);01.06.2017;349.877;Y
Mánaðarlaun;653-133-6 (Kjölur, BSRB og SÍS);01.06.2017;356.605;Y
Mánaðarlaun;653-133-8 (Kjölur, BSRB og SÍS);01.06.2017;363.334;Y
Mánaðarlaun;653-134-0 (Kjölur, BSRB og SÍS);01.06.2017;340.121;Y
Mánaðarlaun;653-134-10 (Kjölur, BSRB og SÍS);01.06.2017;374.133;Y
Mánaðarlaun;653-134-12 (Kjölur, BSRB og SÍS);01.06.2017;380.936;Y
Mánaðarlaun;653-134-14 (Kjölur, BSRB og SÍS);01.06.2017;387.738;Y
Mánaðarlaun;653-134-16 (Kjölur, BSRB og SÍS);01.06.2017;394.540;Y
Mánaðarlaun;653-134-2 (Kjölur, BSRB og SÍS);01.06.2017;346.923;Y
Mánaðarlaun;653-134-4 (Kjölur, BSRB og SÍS);01.06.2017;353.726;Y
Mánaðarlaun;653-134-6 (Kjölur, BSRB og SÍS);01.06.2017;360.528;Y
Mánaðarlaun;653-134-8 (Kjölur, BSRB og SÍS);01.06.2017;367.331;Y
Mánaðarlaun;653-135-0 (Kjölur, BSRB og SÍS);01.06.2017;343.862;Y
Mánaðarlaun;653-135-10 (Kjölur, BSRB og SÍS);01.06.2017;378.248;Y
Mánaðarlaun;653-135-12 (Kjölur, BSRB og SÍS);01.06.2017;385.125;Y
Mánaðarlaun;653-135-14 (Kjölur, BSRB og SÍS);01.06.2017;392.003;Y
Mánaðarlaun;653-135-16 (Kjölur, BSRB og SÍS);01.06.2017;398.880;Y
Mánaðarlaun;653-135-2 (Kjölur, BSRB og SÍS);01.06.2017;350.739;Y
Mánaðarlaun;653-135-4 (Kjölur, BSRB og SÍS);01.06.2017;357.616;Y
Mánaðarlaun;653-135-6 (Kjölur, BSRB og SÍS);01.06.2017;364.494;Y
Mánaðarlaun;653-135-8 (Kjölur, BSRB og SÍS);01.06.2017;371.371;Y
Mánaðarlaun;653-136-0 (Kjölur, BSRB og SÍS);01.06.2017;347.645;Y
Mánaðarlaun;653-136-10 (Kjölur, BSRB og SÍS);01.06.2017;382.410;Y
Mánaðarlaun;653-136-12 (Kjölur, BSRB og SÍS);01.06.2017;389.362;Y
Mánaðarlaun;653-136-14 (Kjölur, BSRB og SÍS);01.06.2017;396.315;Y
Mánaðarlaun;653-136-16 (Kjölur, BSRB og SÍS);01.06.2017;403.268;Y
Mánaðarlaun;653-136-2 (Kjölur, BSRB og SÍS);01.06.2017;354.598;Y
Mánaðarlaun;653-136-4 (Kjölur, BSRB og SÍS);01.06.2017;361.551;Y
Mánaðarlaun;653-136-6 (Kjölur, BSRB og SÍS);01.06.2017;368.504;Y
Mánaðarlaun;653-136-8 (Kjölur, BSRB og SÍS);01.06.2017;375.457;Y
Mánaðarlaun;653-137-0 (Kjölur, BSRB og SÍS);01.06.2017;351.469;Y
Mánaðarlaun;653-137-10 (Kjölur, BSRB og SÍS);01.06.2017;386.616;Y
Mánaðarlaun;653-137-12 (Kjölur, BSRB og SÍS);01.06.2017;393.645;Y
Mánaðarlaun;653-137-14 (Kjölur, BSRB og SÍS);01.06.2017;400.675;Y
Mánaðarlaun;653-137-16 (Kjölur, BSRB og SÍS);01.06.2017;407.704;Y
Mánaðarlaun;653-137-2 (Kjölur, BSRB og SÍS);01.06.2017;358.498;Y
Mánaðarlaun;653-137-4 (Kjölur, BSRB og SÍS);01.06.2017;365.528;Y
Mánaðarlaun;653-137-6 (Kjölur, BSRB og SÍS);01.06.2017;372.557;Y
Mánaðarlaun;653-137-8 (Kjölur, BSRB og SÍS);01.06.2017;379.587;Y
Mánaðarlaun;653-138-0 (Kjölur, BSRB og SÍS);01.06.2017;355.335;Y
Mánaðarlaun;653-138-10 (Kjölur, BSRB og SÍS);01.06.2017;390.869;Y
Mánaðarlaun;653-138-12 (Kjölur, BSRB og SÍS);01.06.2017;397.975;Y
Mánaðarlaun;653-138-14 (Kjölur, BSRB og SÍS);01.06.2017;405.082;Y
Mánaðarlaun;653-138-16 (Kjölur, BSRB og SÍS);01.06.2017;412.189;Y
Mánaðarlaun;653-138-2 (Kjölur, BSRB og SÍS);01.06.2017;362.442;Y
Mánaðarlaun;653-138-4 (Kjölur, BSRB og SÍS);01.06.2017;369.548;Y
Mánaðarlaun;653-138-6 (Kjölur, BSRB og SÍS);01.06.2017;376.655;Y
Mánaðarlaun;653-138-8 (Kjölur, BSRB og SÍS);01.06.2017;383.762;Y
Mánaðarlaun;653-139-0 (Kjölur, BSRB og SÍS);01.06.2017;359.244;Y
Mánaðarlaun;653-139-10 (Kjölur, BSRB og SÍS);01.06.2017;395.168;Y
Mánaðarlaun;653-139-12 (Kjölur, BSRB og SÍS);01.06.2017;402.353;Y
Mánaðarlaun;653-139-14 (Kjölur, BSRB og SÍS);01.06.2017;409.538;Y
Mánaðarlaun;653-139-16 (Kjölur, BSRB og SÍS);01.06.2017;416.723;Y
Mánaðarlaun;653-139-2 (Kjölur, BSRB og SÍS);01.06.2017;366.429;Y
Mánaðarlaun;653-139-4 (Kjölur, BSRB og SÍS);01.06.2017;373.614;Y
Mánaðarlaun;653-139-6 (Kjölur, BSRB og SÍS);01.06.2017;380.799;Y
Mánaðarlaun;653-139-8 (Kjölur, BSRB og SÍS);01.06.2017;387.984;Y
Mánaðarlaun;653-140-0 (Kjölur, BSRB og SÍS);01.06.2017;363.196;Y
Mánaðarlaun;653-140-10 (Kjölur, BSRB og SÍS);01.06.2017;399.516;Y
Mánaðarlaun;653-140-12 (Kjölur, BSRB og SÍS);01.06.2017;406.780;Y
Mánaðarlaun;653-140-14 (Kjölur, BSRB og SÍS);01.06.2017;414.043;Y
Mánaðarlaun;653-140-16 (Kjölur, BSRB og SÍS);01.06.2017;421.307;Y
Mánaðarlaun;653-140-2 (Kjölur, BSRB og SÍS);01.06.2017;370.460;Y
Mánaðarlaun;653-140-4 (Kjölur, BSRB og SÍS);01.06.2017;377.724;Y
Mánaðarlaun;653-140-6 (Kjölur, BSRB og SÍS);01.06.2017;384.988;Y
Mánaðarlaun;653-140-8 (Kjölur, BSRB og SÍS);01.06.2017;392.252;Y
Mánaðarlaun;653-141-0 (Kjölur, BSRB og SÍS);01.06.2017;367.191;Y
Mánaðarlaun;653-141-10 (Kjölur, BSRB og SÍS);01.06.2017;403.910;Y
Mánaðarlaun;653-141-12 (Kjölur, BSRB og SÍS);01.06.2017;411.254;Y
Mánaðarlaun;653-141-14 (Kjölur, BSRB og SÍS);01.06.2017;418.598;Y
Mánaðarlaun;653-141-16 (Kjölur, BSRB og SÍS);01.06.2017;425.942;Y
Mánaðarlaun;653-141-2 (Kjölur, BSRB og SÍS);01.06.2017;374.535;Y
Mánaðarlaun;653-141-4 (Kjölur, BSRB og SÍS);01.06.2017;381.879;Y
Mánaðarlaun;653-141-6 (Kjölur, BSRB og SÍS);01.06.2017;389.222;Y
Mánaðarlaun;653-141-8 (Kjölur, BSRB og SÍS);01.06.2017;396.566;Y
Mánaðarlaun;653-142-0 (Kjölur, BSRB og SÍS);01.06.2017;371.230;Y
Mánaðarlaun;653-142-10 (Kjölur, BSRB og SÍS);01.06.2017;408.353;Y
Mánaðarlaun;653-142-12 (Kjölur, BSRB og SÍS);01.06.2017;415.778;Y
Mánaðarlaun;653-142-14 (Kjölur, BSRB og SÍS);01.06.2017;423.202;Y
Mánaðarlaun;653-142-16 (Kjölur, BSRB og SÍS);01.06.2017;430.627;Y
Mánaðarlaun;653-142-2 (Kjölur, BSRB og SÍS);01.06.2017;378.655;Y
Mánaðarlaun;653-142-4 (Kjölur, BSRB og SÍS);01.06.2017;386.079;Y
Mánaðarlaun;653-142-6 (Kjölur, BSRB og SÍS);01.06.2017;393.504;Y
Mánaðarlaun;653-142-8 (Kjölur, BSRB og SÍS);01.06.2017;400.928;Y
Mánaðarlaun;653-144-0 (Kjölur, BSRB og SÍS);01.06.2017;379.442;Y
Mánaðarlaun;653-144-10 (Kjölur, BSRB og SÍS);01.06.2017;417.386;Y
Mánaðarlaun;653-144-12 (Kjölur, BSRB og SÍS);01.06.2017;424.975;Y
Mánaðarlaun;653-144-14 (Kjölur, BSRB og SÍS);01.06.2017;432.564;Y
Mánaðarlaun;653-144-16 (Kjölur, BSRB og SÍS);01.06.2017;440.153;Y
Mánaðarlaun;653-144-2 (Kjölur, BSRB og SÍS);01.06.2017;387.031;Y
Mánaðarlaun;653-144-4 (Kjölur, BSRB og SÍS);01.06.2017;394.620;Y
Mánaðarlaun;653-144-6 (Kjölur, BSRB og SÍS);01.06.2017;402.209;Y
Mánaðarlaun;653-144-8 (Kjölur, BSRB og SÍS);01.06.2017;409.797;Y
Mánaðarlaun;653-145-0 (Kjölur, BSRB og SÍS);01.06.2017;383.616;Y
Mánaðarlaun;653-145-10 (Kjölur, BSRB og SÍS);01.06.2017;421.978;Y
Mánaðarlaun;653-145-12 (Kjölur, BSRB og SÍS);01.06.2017;429.650;Y
Mánaðarlaun;653-145-14 (Kjölur, BSRB og SÍS);01.06.2017;437.322;Y
Mánaðarlaun;653-145-16 (Kjölur, BSRB og SÍS);01.06.2017;444.995;Y
Mánaðarlaun;653-145-2 (Kjölur, BSRB og SÍS);01.06.2017;391.288;Y
Mánaðarlaun;653-145-4 (Kjölur, BSRB og SÍS);01.06.2017;398.961;Y
Mánaðarlaun;653-145-6 (Kjölur, BSRB og SÍS);01.06.2017;406.633;Y
Mánaðarlaun;653-145-8 (Kjölur, BSRB og SÍS);01.06.2017;414.305;Y
Mánaðarlaun;653-146-0 (Kjölur, BSRB og SÍS);01.06.2017;387.835;Y
Mánaðarlaun;653-146-10 (Kjölur, BSRB og SÍS);01.06.2017;426.619;Y
Mánaðarlaun;653-146-12 (Kjölur, BSRB og SÍS);01.06.2017;434.375;Y
Mánaðarlaun;653-146-14 (Kjölur, BSRB og SÍS);01.06.2017;442.132;Y
Mánaðarlaun;653-146-16 (Kjölur, BSRB og SÍS);01.06.2017;449.889;Y
Mánaðarlaun;653-146-2 (Kjölur, BSRB og SÍS);01.06.2017;395.592;Y
Mánaðarlaun;653-146-4 (Kjölur, BSRB og SÍS);01.06.2017;403.348;Y
Mánaðarlaun;653-146-6 (Kjölur, BSRB og SÍS);01.06.2017;411.105;Y
Mánaðarlaun;653-146-8 (Kjölur, BSRB og SÍS);01.06.2017;418.862;Y
Mánaðarlaun;653-148-0 (Kjölur, BSRB og SÍS);01.06.2017;396.415;Y
Mánaðarlaun;653-148-10 (Kjölur, BSRB og SÍS);01.06.2017;436.057;Y
Mánaðarlaun;653-148-12 (Kjölur, BSRB og SÍS);01.06.2017;443.985;Y
Mánaðarlaun;653-148-14 (Kjölur, BSRB og SÍS);01.06.2017;451.913;Y
Mánaðarlaun;653-148-16 (Kjölur, BSRB og SÍS);01.06.2017;459.841;Y
Mánaðarlaun;653-148-2 (Kjölur, BSRB og SÍS);01.06.2017;404.343;Y
Mánaðarlaun;653-148-4 (Kjölur, BSRB og SÍS);01.06.2017;412.272;Y
Mánaðarlaun;653-148-6 (Kjölur, BSRB og SÍS);01.06.2017;420.200;Y
Mánaðarlaun;653-148-8 (Kjölur, BSRB og SÍS);01.06.2017;428.128;Y
Mánaðarlaun;653-149-0 (Kjölur, BSRB og SÍS);01.06.2017;400.775;Y
Mánaðarlaun;653-149-10 (Kjölur, BSRB og SÍS);01.06.2017;440.853;Y
Mánaðarlaun;653-149-12 (Kjölur, BSRB og SÍS);01.06.2017;448.868;Y
Mánaðarlaun;653-149-14 (Kjölur, BSRB og SÍS);01.06.2017;456.884;Y
Mánaðarlaun;653-149-16 (Kjölur, BSRB og SÍS);01.06.2017;464.899;Y
Mánaðarlaun;653-149-2 (Kjölur, BSRB og SÍS);01.06.2017;408.791;Y
Mánaðarlaun;653-149-4 (Kjölur, BSRB og SÍS);01.06.2017;416.806;Y
Mánaðarlaun;653-149-6 (Kjölur, BSRB og SÍS);01.06.2017;424.822;Y
Mánaðarlaun;653-149-8 (Kjölur, BSRB og SÍS);01.06.2017;432.837;Y
Mánaðarlaun;653-150-0 (Kjölur, BSRB og SÍS);01.06.2017;405.184;Y
Mánaðarlaun;653-150-10 (Kjölur, BSRB og SÍS);01.06.2017;445.702;Y
Mánaðarlaun;653-150-12 (Kjölur, BSRB og SÍS);01.06.2017;453.806;Y
Mánaðarlaun;653-150-14 (Kjölur, BSRB og SÍS);01.06.2017;461.910;Y
Mánaðarlaun;653-150-16 (Kjölur, BSRB og SÍS);01.06.2017;470.013;Y
Mánaðarlaun;653-150-2 (Kjölur, BSRB og SÍS);01.06.2017;413.288;Y
Mánaðarlaun;653-150-4 (Kjölur, BSRB og SÍS);01.06.2017;421.391;Y
Mánaðarlaun;653-150-6 (Kjölur, BSRB og SÍS);01.06.2017;429.495;Y
Mánaðarlaun;653-150-8 (Kjölur, BSRB og SÍS);01.06.2017;437.599;Y
Mánaðarlaun;653-151-0 (Kjölur, BSRB og SÍS);01.06.2017;409.641;Y
Mánaðarlaun;653-151-10 (Kjölur, BSRB og SÍS);01.06.2017;450.605;Y
Mánaðarlaun;653-151-12 (Kjölur, BSRB og SÍS);01.06.2017;458.798;Y
Mánaðarlaun;653-151-14 (Kjölur, BSRB og SÍS);01.06.2017;466.991;Y
Mánaðarlaun;653-151-16 (Kjölur, BSRB og SÍS);01.06.2017;475.184;Y
Mánaðarlaun;653-151-2 (Kjölur, BSRB og SÍS);01.06.2017;417.834;Y
Mánaðarlaun;653-151-4 (Kjölur, BSRB og SÍS);01.06.2017;426.027;Y
Mánaðarlaun;653-151-6 (Kjölur, BSRB og SÍS);01.06.2017;434.219;Y
Mánaðarlaun;653-151-8 (Kjölur, BSRB og SÍS);01.06.2017;442.412;Y
Mánaðarlaun;653-153-0 (Kjölur, BSRB og SÍS);01.06.2017;418.702;Y
Mánaðarlaun;653-153-10 (Kjölur, BSRB og SÍS);01.06.2017;460.572;Y
Mánaðarlaun;653-153-12 (Kjölur, BSRB og SÍS);01.06.2017;468.946;Y
Mánaðarlaun;653-153-14 (Kjölur, BSRB og SÍS);01.06.2017;477.320;Y
Mánaðarlaun;653-153-16 (Kjölur, BSRB og SÍS);01.06.2017;485.694;Y
Mánaðarlaun;653-153-2 (Kjölur, BSRB og SÍS);01.06.2017;427.076;Y
Mánaðarlaun;653-153-4 (Kjölur, BSRB og SÍS);01.06.2017;435.450;Y
Mánaðarlaun;653-153-6 (Kjölur, BSRB og SÍS);01.06.2017;443.824;Y
Mánaðarlaun;653-153-8 (Kjölur, BSRB og SÍS);01.06.2017;452.198;Y
Mánaðarlaun;653-154-0 (Kjölur, BSRB og SÍS);01.06.2017;423.308;Y
Mánaðarlaun;653-154-10 (Kjölur, BSRB og SÍS);01.06.2017;465.639;Y
Mánaðarlaun;653-154-12 (Kjölur, BSRB og SÍS);01.06.2017;474.105;Y
Mánaðarlaun;653-154-14 (Kjölur, BSRB og SÍS);01.06.2017;482.571;Y
Mánaðarlaun;653-154-16 (Kjölur, BSRB og SÍS);01.06.2017;491.037;Y
Mánaðarlaun;653-154-2 (Kjölur, BSRB og SÍS);01.06.2017;431.774;Y
Mánaðarlaun;653-154-4 (Kjölur, BSRB og SÍS);01.06.2017;440.240;Y
Mánaðarlaun;653-154-6 (Kjölur, BSRB og SÍS);01.06.2017;448.706;Y
Mánaðarlaun;653-154-8 (Kjölur, BSRB og SÍS);01.06.2017;457.173;Y
Mánaðarlaun;653-155-0 (Kjölur, BSRB og SÍS);01.06.2017;427.965;Y
Mánaðarlaun;653-155-10 (Kjölur, BSRB og SÍS);01.06.2017;470.762;Y
